"[4, 4]","[1.5, 40.0]",9,1.0,27.0,"[3, 20160, 'Note_off_c', 1, 60, 0]"
"[4, 4]","[1.5, 40.0]",9,1.0,27.001041666666666,"[3, 20161, 'End_track']"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[4, 0, 'Start_track']"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[4, 0, 'Program_c', 2, 0]"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[4, 0, 'Control_c', 2, 121, 0]"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[4, 0, 'Control_c', 2, 64, 0]"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[4, 0, 'Control_c', 2, 91, 48]"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[4, 0, 'Control_c', 2, 10, 63]"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[4, 0, 'Control_c', 2, 7, 100]"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[4, 0, 'Title_t', '""Piano""']"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[4, 0, 'Note_on_c', 2, 73, 81]"
"[3, 4]","[1.0, 80.0]",2,1.0,4.0,"[4, 3840, 'Note_off_c', 2, 73, 0]"
"[3, 4]","[1.0, 80.0]",2,1.0,4.0,"[4, 3840, 'Note_on_c', 2, 71, 81]"
"[3, 4]","[1.0, 80.0]",2,3.0,6.0,"[4, 5760, 'Note_off_c', 2, 71, 0]"
"[3, 4]","[1.0, 80.0]",2,3.0,6.0,"[4, 5760, 'Note_on_c', 2, 69, 76]"
"[3, 8]","[1.5, 93.33]",3,1.0,7.0,"[4, 6720, 'Note_off_c', 2, 69, 0]"
"[3, 8]","[1.5, 93.33]",3,1.0,7.0,"[4, 6720, 'Note_on_c', 2, 67, 84]"
"[3, 8]","[1.5, 93.33]",3,2.0,8.0,"[4, 7200, 'Note_off_c', 2, 67, 0]"
"[3, 8]","[1.5, 93.33]",3,2.0,8.0,"[4, 7200, 'Note_on_c', 2, 66, 77]"
"[3, 8]","[1.5, 93.33]",4,1.0,10.0,"[4, 8160, 'Note_off_c', 2, 66, 0]"
"[3, 8]","[1.5, 93.33]",4,1.0,10.0,"[4, 8160, 'Note_on_c', 2, 64, 77]"
"[3, 8]","[1.5, 16.67]",4,2.0,11.0,"[4, 8640, 'Note_off_c', 2, 64, 0]"
"[3, 8]","[1.5, 16.67]",4,3.0,12.0,"[4, 9120, 'Note_on_c', 2, 62, 75]"
"[3, 8]","[1.5, 16.67]",4,3.5,12.5,"[4, 9360, 'Note_off_c', 2, 62, 0]"
"[3, 8]","[1.5, 16.67]",4,3.5,12.5,"[4, 9360, 'Note_on_c', 2, 64, 77]"
"[3, 8]","[1.5, 16.67]",5,1.0,13.0,"[4, 9600, 'Note_off_c', 2, 64, 0]"
"[3, 8]","[1.5, 16.67]",5,1.0,13.0,"[4, 9600, 'Note_on_c', 2, 66, 83]"
"[3, 8]","[1.5, 40.0]",5,3.0,15.0,"[4, 10560, 'Note_off_c', 2, 66, 0]"
"[3, 8]","[1.5, 40.0]",5,3.0,15.0,"[4, 10560, 'Note_on_c', 2, 71, 77]"
"[4, 4]","[1.5, 40.0]",7,1.0,19.0,"[4, 12480, 'Note_off_c', 2, 71, 0]"
"[4, 4]","[1.5, 40.0]",7,1.0,19.001041666666666,"[4, 12481, 'End_track']"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[5, 0, 'Start_track']"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[5, 0, 'Program_c', 3, 0]"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[5, 0, 'Control_c', 3, 121, 0]"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[5, 0, 'Control_c', 3, 64, 0]"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[5, 0, 'Control_c', 3, 91, 48]"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[5, 0, 'Control_c', 3, 10, 63]"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[5, 0, 'Control_c', 3, 7, 100]"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[5, 0, 'Title_t', '""Piano""']"
"[3, 8]","[1.5, 16.67]",4,2.0,11.0,"[5, 8640, 'Note_on_c', 3, 50, 76]"
"[3, 8]","[1.5, 16.67]",5,2.0,14.0,"[5, 10080, 'Note_off_c', 3, 50, 0]"
"[3, 8]","[1.5, 16.67]",5,2.0,14.0,"[5, 10080, 'Note_on_c', 3, 52, 76]"
"[3, 8]","[1.5, 40.0]",5,2.5,14.5,"[5, 10320, 'Note_off_c', 3, 52, 0]"
"[3, 8]","[1.5, 40.0]",5,2.5,14.5,"[5, 10320, 'Note_on_c', 3, 54, 80]"
"[3, 8]","[1.5, 40.0]",5,3.0,15.0,"[5, 10560, 'Note_off_c', 3, 54, 0]"
"[3, 8]","[1.5, 40.0]",5,3.0,15.0,"[5, 10560, 'Note_on_c', 3, 55, 79]"
"[4, 4]","[1.5, 40.0]",7,1.0,19.0,"[5, 12480, 'Note_off_c', 3, 55, 0]"
"[4, 4]","[1.5, 40.0]",7,1.0,19.0,"[5, 12480, 'Note_on_c', 3, 57, 81]"
"[4, 4]","[1.5, 40.0]",7,2.0,20.0,"[5, 13440, 'Note_off_c', 3, 57, 0]"
"[4, 4]","[1.5, 40.0]",7,2.0,20.0,"[5, 13440, 'Note_on_c', 3, 59, 77]"
"[4, 4]","[1.5, 40.0]",7,3.0,21.0,"[5, 14400, 'Note_off_c', 3, 59, 0]"
"[4, 4]","[1.5, 40.0]",7,4.0,22.0,"[5, 15360, 'Note_on_c', 3, 59, 76]"
"[4, 4]","[1.5, 40.0]",8,1.0,23.0,"[5, 16320, 'Note_off_c', 3, 59, 0]"
"[4, 4]","[1.5, 40.0]",8,1.0,23.0,"[5, 16320, 'Note_on_c', 3, 64, 82]"
"[4, 4]","[1.5, 40.0]",8,2.0,24.0,"[5, 17280, 'Note_off_c', 3, 64, 0]"
"[4, 4]","[1.5, 40.0]",8,2.0,24.0,"[5, 17280, 'Note_on_c', 3, 59, 75]"
"[4, 4]","[1.5, 40.0]",8,3.0,25.0,"[5, 18240, 'Note_off_c', 3, 59, 0]"
"[4, 4]","[1.5, 40.0]",8,3.0,25.0,"[5, 18240, 'Note_on_c', 3, 60, 79]"
"[4, 4]","[1.5, 40.0]",9,1.0,27.0,"[5, 20160, 'Note_off_c', 3, 60, 0]"
"[4, 4]","[1.5, 40.0]",9,1.0,27.001041666666666,"[5, 20161, 'End_track']"
"[4, 4]","[1.0, 60.0]",1,1.0,0.0,"[0, 0, 'End_of_file']"
